Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
9.7700       -1535.2153   -1535.4607       0.2454   474.6
9.7800       -1535.1772   -1535.4687       0.2915   563.9
9.7900       -1535.2188   -1535.4937       0.2749   531.6
9.8000       -1535.2155   -1535.4979       0.2824   546.1
9.8100       -1535.2078   -1535.5667       0.3589   694.1
9.8200       -1535.2465   -1535.4581       0.2116   409.3
9.8300       -1535.2471   -1535.5414       0.2943   569.2
9.8400       -1535.2366   -1535.5614       0.3249   628.3
9.8500       -1535.2713   -1535.5608       0.2895   559.9
9.8600       -1535.2567   -1535.5923       0.3356   649.2
9.8700       -1535.2795   -1535.5070       0.2275   439.9
9.8800       -1535.2634   -1535.5887       0.3253   629.1
9.8900       -1535.2726   -1535.5796       0.3070   593.8
9.9000       -1535.2852   -1535.5669       0.2818   545.0
9.9100       -1535.2922   -1535.5773       0.2851   551.4
9.9200       -1535.2694   -1535.4857       0.2163   418.4
9.9300       -1535.2578   -1535.5686       0.3108   601.2
9.9400       -1535.2571   -1535.5532       0.2961   572.7
9.9500       -1535.2618   -1535.5511       0.2893   559.5
9.9600       -1535.2718   -1535.5692       0.2974   575.2
9.9700       -1535.2514   -1535.5079       0.2565   496.2
9.9800       -1535.2590   -1535.5927       0.3337   645.4
9.9900       -1535.2643   -1535.5504       0.2861   553.4
10.0000      -1535.2250   -1535.5187       0.2937   568.1
