Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
4.9300       -1532.6912   -1532.9378       0.2466   476.9
4.9400       -1532.6035   -1532.9132       0.3098   599.2
4.9500       -1532.7169   -1532.8629       0.1459   282.2
4.9600       -1532.5914   -1532.8247       0.2333   451.3
4.9700       -1532.5701   -1532.7803       0.2101   406.4
4.9800       -1532.5170   -1532.7113       0.1942   375.7
4.9900       -1532.6678   -1532.8601       0.1922   371.8
5.0000       -1532.7898   -1532.9756       0.1858   359.4
5.0100       -1532.8904   -1532.9655       0.0751   145.2
5.0200       -1532.8406   -1532.9645       0.1238   239.5
5.0300       -1532.8976   -1532.9461       0.0485    93.9
5.0400       -1532.7545   -1532.9071       0.1527   295.2
5.0500       -1532.7741   -1532.8417       0.0676   130.7
5.0600       -1532.5973   -1532.8698       0.2725   527.1
5.0700       -1532.6082   -1532.8952       0.2870   555.1
5.0800       -1532.4527   -1532.8371       0.3844   743.4
5.0900       -1532.4734   -1532.8431       0.3697   715.0
5.1000       -1532.4750   -1532.8034       0.3285   635.3
5.1100       -1532.6870   -1532.8983       0.2113   408.8
5.1200       -1532.5295   -1532.6744       0.1449   280.2
5.1300       -1532.4880   -1532.7468       0.2588   500.5
5.1400       -1532.6772   -1532.9037       0.2265   438.1
5.1500       -1532.6110   -1532.8115       0.2005   387.8
5.1600       -1532.6750   -1532.8784       0.2035   393.5
5.1700       -1532.7245   -1532.8456       0.1211   234.2
5.1800       -1532.5903   -1532.8454       0.2551   493.4
5.1900       -1532.6209   -1532.7002       0.0793   153.4
5.2000       -1532.6687   -1532.7685       0.0998   193.0
5.2100       -1532.6870   -1532.8469       0.1599   309.3
5.2200       -1532.5672   -1532.7115       0.1443   279.0
5.2300       -1532.6802   -1532.7969       0.1167   225.6
5.2400       -1532.7086   -1532.7438       0.0352    68.1
5.2500       -1532.5184   -1532.6844       0.1660   321.0
5.2600       -1532.4543   -1532.8553       0.4009   775.4
5.2700       -1532.6966   -1532.8189       0.1223   236.5
5.2800       -1532.6921   -1532.9462       0.2541   491.4
5.2900       -1532.6562   -1532.7923       0.1360   263.1
5.3000       -1532.4541   -1532.6438       0.1896   366.8
5.3100       -1532.6949   -1532.7649       0.0700   135.5
5.3200       -1532.7237   -1532.8798       0.1561   302.0
5.3300       -1532.7303   -1532.9131       0.1827   353.4
5.3400       -1532.5259   -1532.6908       0.1650   319.0
5.3500       -1532.6590   -1532.7819       0.1229   237.7
5.3600       -1532.7257   -1532.7764       0.0507    98.0
5.3700       -1532.6969   -1532.9003       0.2034   393.5
5.3800       -1532.7302   -1532.8559       0.1258   243.2
5.3900       -1532.7917   -1532.9436       0.1519   293.8
5.4000       -1532.6292   -1532.8777       0.2485   480.6
5.4100       -1532.9100   -1533.0330       0.1230   237.8
5.4200       -1532.8032   -1532.8584       0.0552   106.7
5.4300       -1532.7709   -1532.9324       0.1615   312.3
5.4400       -1532.5376   -1532.8673       0.3297   637.7
5.4500       -1532.5119   -1532.7599       0.2480   479.6
5.4600       -1532.3502   -1532.7670       0.4168   806.1
5.4700       -1532.5415   -1532.7893       0.2478   479.3
5.4800       -1532.3233   -1532.6469       0.3236   625.8
5.4900       -1532.3711   -1532.6560       0.2849   551.0
5.5000       -1532.4124   -1532.6523       0.2399   463.9
5.5100       -1532.3335   -1532.7537       0.4202   812.7
5.5200       -1532.5781   -1532.8372       0.2591   501.1
5.5300       -1532.7431   -1532.7957       0.0526   101.8
5.5400       -1532.6713   -1532.7800       0.1087   210.2
5.5500       -1532.6408   -1532.7551       0.1144   221.2
5.5600       -1532.6929   -1532.7797       0.0868   167.9
5.5700       -1532.6509   -1532.8019       0.1510   292.1
5.5800       -1532.7059   -1532.8748       0.1688   326.6
5.5900       -1532.5472   -1532.6867       0.1395   269.8
5.6000       -1532.4597   -1532.7114       0.2517   486.9
5.6100       -1532.5087   -1532.7298       0.2211   427.6
5.6200       -1532.5267   -1532.7108       0.1841   356.0
5.6300       -1532.6112   -1532.7255       0.1143   221.0
5.6400       -1532.5785   -1532.7573       0.1788   345.8
5.6500       -1532.6718   -1532.7997       0.1279   247.4
5.6600       -1532.5550   -1532.6297       0.0747   144.5
5.6700       -1532.4914   -1532.6563       0.1649   318.9
5.6800       -1532.6630   -1532.9156       0.2526   488.6
5.6900       -1532.5986   -1532.8379       0.2393   462.8
5.7000       -1532.6655   -1532.7699       0.1044   201.9
5.7100       -1532.5133   -1532.8135       0.3002   580.6
5.7200       -1532.4916   -1532.7576       0.2660   514.5
5.7300       -1532.5198   -1532.7798       0.2600   502.8
5.7400       -1532.5347   -1532.8737       0.3390   655.7
5.7500       -1532.5976   -1532.7209       0.1233   238.5
5.7600       -1532.5934   -1532.7139       0.1206   233.2
5.7700       -1532.0833   -1532.6187       0.5354  1035.5
5.7800       -1532.3142   -1532.6287       0.3145   608.3
5.7900       -1532.1208   -1532.6054       0.4846   937.3
5.8000       -1532.5241   -1532.6975       0.1734   335.4
5.8100       -1532.2654   -1532.3602       0.0949   183.5
5.8200       -1532.5549   -1532.6587       0.1038   200.7
5.8300       -1532.6162   -1532.7015       0.0853   164.9
5.8400       -1532.5418   -1532.7218       0.1800   348.1
5.8500       -1532.3663   -1532.5195       0.1532   296.3
5.8600       -1532.4445   -1532.8084       0.3639   703.8
5.8700       -1532.2895   -1532.6406       0.3511   679.1
5.8800       -1532.4059   -1532.6614       0.2555   494.2
5.8900       -1532.3463   -1532.5640       0.2177   421.1
5.9000       -1532.4593   -1532.6024       0.1431   276.7
5.9100       -1532.4599   -1532.6173       0.1574   304.4
5.9200       -1532.4107   -1532.6311       0.2205   426.4
5.9300       -1532.4487   -1532.7130       0.2642   511.0
5.9400       -1532.4884   -1532.6803       0.1919   371.2
5.9500       -1532.6619   -1532.7313       0.0694   134.3
5.9600       -1532.6027   -1532.7173       0.1146   221.7
5.9700       -1532.3814   -1532.6404       0.2590   500.9
5.9800       -1532.2686   -1532.5420       0.2734   528.8
5.9900       -1532.2534   -1532.5208       0.2674   517.1
6.0000       -1532.4635   -1532.7146       0.2511   485.6
6.0100       -1532.3724   -1532.5319       0.1595   308.5
6.0200       -1532.4326   -1532.7768       0.3442   665.7
6.0300       -1532.2267   -1532.5719       0.3452   667.6
6.0400       -1532.6094   -1532.6847       0.0753   145.6
6.0500       -1532.6687   -1532.7816       0.1130   218.5
6.0600       -1532.6438   -1532.8024       0.1587   306.8
6.0700       -1532.6582   -1532.8243       0.1661   321.3
6.0800       -1532.3060   -1532.6314       0.3254   629.4
6.0900       -1532.2240   -1532.5242       0.3001   580.5
6.1000       -1532.3214   -1532.6609       0.3395   656.6
6.1100       -1532.4247   -1532.7231       0.2983   577.0
6.1200       -1532.3492   -1532.6110       0.2617   506.2
6.1300       -1532.4778   -1532.6706       0.1927   372.8
6.1400       -1532.2796   -1532.5887       0.3091   597.8
6.1500       -1532.3523   -1532.5685       0.2162   418.1
6.1600       -1532.3819   -1532.6906       0.3088   597.2
6.1700       -1532.2867   -1532.5155       0.2289   442.7
6.1800       -1532.2881   -1532.7050       0.4169   806.3
6.1900       -1532.4180   -1532.5442       0.1262   244.1
6.2000       -1532.4045   -1532.4941       0.0897   173.4
6.2100       -1532.4656   -1532.5921       0.1265   244.6
6.2200       -1532.3592   -1532.6744       0.3152   609.6
6.2300       -1532.3141   -1532.6708       0.3567   689.9
6.2400       -1532.3895   -1532.5811       0.1917   370.7
6.2500       -1532.5647   -1532.6385       0.0738   142.7
6.2600       -1532.3598   -1532.7262       0.3664   708.6
6.2700       -1532.5358   -1532.7166       0.1808   349.8
6.2800       -1532.4748   -1532.6848       0.2101   406.3
6.2900       -1532.3589   -1532.6293       0.2704   523.0
6.3000       -1532.2167   -1532.5468       0.3301   638.5
6.3100       -1532.3630   -1532.6575       0.2945   569.5
6.3200       -1532.4326   -1532.6357       0.2031   392.7
6.3300       -1532.3544   -1532.5166       0.1621   313.5
6.3400       -1532.3971   -1532.5529       0.1558   301.4
6.3500       -1532.4705   -1532.6418       0.1713   331.3
6.3600       -1532.4762   -1532.5490       0.0728   140.7
6.3700       -1532.1578   -1532.6323       0.4746   917.8
6.3800       -1532.4363   -1532.7059       0.2695   521.3
6.3900       -1532.2596   -1532.5665       0.3069   593.5
6.4000       -1532.5044   -1532.6047       0.1003   194.1
6.4100       -1532.4198   -1532.5233       0.1035   200.2
6.4200       -1532.2822   -1532.5546       0.2725   526.9
6.4300       -1532.3046   -1532.6561       0.3515   679.8
6.4400       -1532.3713   -1532.5979       0.2266   438.2
6.4500       -1532.3542   -1532.5795       0.2252   435.6
6.4600       -1532.2379   -1532.3980       0.1601   309.7
6.4700       -1532.2078   -1532.5227       0.3149   609.0
6.4800       -1532.4494   -1532.6055       0.1561   302.0
6.4900       -1532.4667   -1532.6003       0.1336   258.4
6.5000       -1532.4048   -1532.6270       0.2222   429.8
6.5100       -1532.4115   -1532.5112       0.0996   192.7
6.5200       -1532.3090   -1532.6551       0.3461   669.4
6.5300       -1532.4057   -1532.5743       0.1686   326.0
6.5400       -1532.5729   -1532.6407       0.0678   131.1
6.5500       -1532.5257   -1532.5994       0.0737   142.5
6.5600       -1532.3019   -1532.4695       0.1676   324.1
6.5700       -1532.3530   -1532.5501       0.1970   381.1
6.5800       -1532.3230   -1532.5120       0.1891   365.6
6.5900       -1532.2900   -1532.4907       0.2006   388.0
6.6000       -1532.4851   -1532.5855       0.1003   194.1
6.6100       -1532.3625   -1532.7769       0.4143   801.3
6.6200       -1532.2338   -1532.4081       0.1743   337.1
6.6300       -1532.4439   -1532.5609       0.1170   226.2
6.6400       -1532.4911   -1532.7086       0.2175   420.6
6.6500       -1532.4570   -1532.6485       0.1915   370.4
6.6600       -1532.4887   -1532.7361       0.2473   478.4
6.6700       -1532.4884   -1532.5992       0.1108   214.3
6.6800       -1532.3716   -1532.5791       0.2075   401.3
6.6900       -1532.4058   -1532.5947       0.1890   365.5
6.7000       -1532.0699   -1532.4627       0.3928   759.7
6.7100       -1532.1058   -1532.4606       0.3548   686.2
6.7200       -1532.1587   -1532.5609       0.4022   778.0
6.7300       -1532.1232   -1532.4047       0.2815   544.5
6.7400       -1532.2956   -1532.6421       0.3464   670.0
6.7500       -1532.3759   -1532.5809       0.2050   396.5
6.7600       -1532.1419   -1532.4643       0.3224   623.5
6.7700       -1532.3413   -1532.5419       0.2006   387.9
6.7800       -1532.3469   -1532.5332       0.1862   360.2
6.7900       -1532.5098   -1532.6015       0.0917   177.4
6.8000       -1532.3691   -1532.4687       0.0997   192.8
6.8100       -1532.2546   -1532.5600       0.3054   590.6
6.8200       -1532.4447   -1532.5916       0.1468   283.9
6.8300       -1532.4223   -1532.5845       0.1622   313.7
6.8400       -1532.3493   -1532.5444       0.1950   377.2
6.8500       -1532.3446   -1532.4592       0.1146   221.7
6.8600       -1532.4739   -1532.5231       0.0492    95.1
6.8700       -1532.3901   -1532.5543       0.1642   317.6
6.8800       -1531.9954   -1532.4364       0.4410   852.9
6.8900       -1532.1403   -1532.4543       0.3140   607.3
6.9000       -1532.3012   -1532.4460       0.1448   280.1
6.9100       -1532.1973   -1532.5166       0.3193   617.6
6.9200       -1532.3454   -1532.5013       0.1559   301.5
6.9300       -1532.4693   -1532.6216       0.1523   294.5
6.9400       -1532.4178   -1532.4916       0.0739   142.9
6.9500       -1532.4455   -1532.6015       0.1560   301.8
6.9600       -1532.3142   -1532.4758       0.1617   312.7
6.9700       -1532.3217   -1532.4548       0.1332   257.6
6.9800       -1532.1540   -1532.3756       0.2217   428.7
6.9900       -1532.1769   -1532.3966       0.2197   425.0
7.0000       -1531.9188   -1532.4060       0.4871   942.2
7.0100       -1532.0087   -1532.3482       0.3395   656.6
7.0200       -1532.1839   -1532.4360       0.2521   487.6
7.0300       -1532.1568   -1532.5756       0.4188   810.0
7.0400       -1532.2291   -1532.3959       0.1668   322.7
7.0500       -1532.3907   -1532.5341       0.1434   277.3
7.0600       -1532.1917   -1532.3398       0.1480   286.3
7.0700       -1532.2684   -1532.4538       0.1855   358.7
7.0800       -1532.4911   -1532.6053       0.1142   220.9
7.0900       -1532.1778   -1532.4207       0.2429   469.8
7.1000       -1532.0416   -1532.4085       0.3670   709.8
7.1100       -1532.1198   -1532.3913       0.2716   525.2
7.1200       -1532.3324   -1532.4542       0.1219   235.7
7.1300       -1532.2575   -1532.4183       0.1608   311.0
7.1400       -1532.3335   -1532.4905       0.1570   303.6
7.1500       -1532.2383   -1532.3447       0.1064   205.9
7.1600       -1532.1127   -1532.4723       0.3596   695.4
7.1700       -1532.0489   -1532.3806       0.3317   641.6
7.1800       -1532.2149   -1532.4182       0.2032   393.1
7.1900       -1532.1181   -1532.5204       0.4023   778.1
7.2000       -1531.9388   -1532.4442       0.5055   977.6
7.2100       -1532.2238   -1532.4672       0.2434   470.7
7.2200       -1532.2444   -1532.4539       0.2095   405.3
7.2300       -1532.3025   -1532.4441       0.1416   273.8
7.2400       -1532.3427   -1532.4238       0.0812   157.0
7.2500       -1532.4541   -1532.5668       0.1127   218.1
7.2600       -1532.3600   -1532.5576       0.1977   382.3
7.2700       -1532.1766   -1532.4422       0.2656   513.7
7.2800       -1532.1618   -1532.3781       0.2163   418.4
7.2900       -1532.3261   -1532.4000       0.0739   142.8
7.3000       -1532.2438   -1532.4633       0.2195   424.5
7.3100       -1532.2010   -1532.4250       0.2240   433.3
7.3200       -1532.2290   -1532.4209       0.1919   371.2
7.3300       -1532.1027   -1532.3762       0.2735   529.0
7.3400       -1532.3123   -1532.4379       0.1256   242.9
7.3500       -1532.3366   -1532.4934       0.1569   303.4
7.3600       -1532.3847   -1532.5471       0.1624   314.1
7.3700       -1532.3750   -1532.4430       0.0680   131.6
7.3800       -1532.3679   -1532.5202       0.1523   294.5
7.3900       -1532.3285   -1532.5205       0.1921   371.5
7.4000       -1532.3136   -1532.5068       0.1932   373.6
7.4100       -1532.2114   -1532.4508       0.2394   463.0
7.4200       -1532.0422   -1532.2897       0.2475   478.7
7.4300       -1532.3825   -1532.4831       0.1005   194.5
7.4400       -1532.2189   -1532.3377       0.1188   229.8
7.4500       -1532.3738   -1532.5402       0.1663   321.7
7.4600       -1532.3758   -1532.4882       0.1124   217.4
7.4700       -1532.3296   -1532.6074       0.2778   537.3
7.4800       -1532.3663   -1532.5073       0.1410   272.7
7.4900       -1532.2839   -1532.4831       0.1992   385.3
7.5000       -1532.3846   -1532.4930       0.1084   209.7
7.5100       -1532.3377   -1532.4247       0.0870   168.3
7.5200       -1532.1805   -1532.3920       0.2115   409.1
7.5300       -1532.2836   -1532.4900       0.2064   399.2
7.5400       -1532.2851   -1532.4373       0.1522   294.4
7.5500       -1532.1597   -1532.4125       0.2528   489.0
7.5600       -1532.3835   -1532.4758       0.0923   178.5
7.5700       -1532.2942   -1532.3982       0.1041   201.3
7.5800       -1532.2353   -1532.3523       0.1170   226.3
7.5900       -1532.1519   -1532.5461       0.3942   762.4
7.6000       -1532.2464   -1532.3935       0.1471   284.5
7.6100       -1532.0583   -1532.4018       0.3434   664.2
7.6200       -1532.1802   -1532.5710       0.3908   755.8
7.6300       -1532.2011   -1532.4003       0.1992   385.2
7.6400       -1532.3443   -1532.4024       0.0581   112.4
7.6500       -1532.2000   -1532.3788       0.1788   345.8
7.6600       -1532.4064   -1532.5586       0.1521   294.3
7.6700       -1532.2467   -1532.4105       0.1638   316.9
7.6800       -1532.2726   -1532.4140       0.1414   273.6
7.6900       -1532.1857   -1532.3066       0.1209   233.9
7.7000       -1531.9710   -1532.4083       0.4373   845.7
7.7100       -1532.0936   -1532.2017       0.1081   209.1
7.7200       -1531.9468   -1532.3182       0.3714   718.3
7.7300       -1532.0586   -1532.1545       0.0959   185.4
7.7400       -1532.0086   -1532.3183       0.3097   598.9
7.7500       -1531.9477   -1532.2508       0.3031   586.2
7.7600       -1532.0977   -1532.3442       0.2465   476.8
7.7700       -1532.0925   -1532.2870       0.1944   376.0
7.7800       -1532.2764   -1532.3889       0.1125   217.5
7.7900       -1532.2117   -1532.3910       0.1792   346.7
7.8000       -1532.1192   -1532.3807       0.2615   505.7
7.8100       -1532.2377   -1532.4283       0.1905   368.5
7.8200       -1532.3059   -1532.4142       0.1083   209.5
7.8300       -1532.1162   -1532.3021       0.1859   359.6
7.8400       -1532.0728   -1532.3817       0.3089   597.4
7.8500       -1532.2026   -1532.3377       0.1351   261.3
7.8600       -1532.1647   -1532.3598       0.1952   377.5
7.8700       -1532.2802   -1532.4741       0.1939   375.0
7.8800       -1532.1690   -1532.4137       0.2447   473.4
7.8900       -1532.2452   -1532.3697       0.1245   240.8
7.9000       -1532.1615   -1532.3923       0.2308   446.4
7.9100       -1532.2000   -1532.4093       0.2092   404.7
7.9200       -1531.9601   -1532.2081       0.2480   479.6
7.9300       -1532.0994   -1532.2968       0.1973   381.6
7.9400       -1532.0422   -1532.3282       0.2860   553.1
7.9500       -1532.0782   -1532.2917       0.2136   413.1
7.9600       -1532.1016   -1532.2651       0.1635   316.3
7.9700       -1532.0762   -1532.3266       0.2504   484.2
7.9800       -1532.0414   -1532.3346       0.2932   567.0
7.9900       -1532.1393   -1532.2125       0.0731   141.5
8.0000       -1531.7978   -1532.0923       0.2945   569.7
8.0100       -1531.8966   -1532.2664       0.3697   715.1
8.0200       -1532.1355   -1532.3142       0.1788   345.7
8.0300       -1532.1889   -1532.3017       0.1128   218.2
8.0400       -1532.2195   -1532.4631       0.2436   471.1
8.0500       -1532.3646   -1532.4459       0.0813   157.2
8.0600       -1532.1917   -1532.3402       0.1484   287.1
8.0700       -1532.3441   -1532.4277       0.0836   161.7
8.0800       -1532.1611   -1532.3680       0.2069   400.2
8.0900       -1532.0596   -1532.2686       0.2089   404.1
8.1000       -1531.9823   -1532.1734       0.1911   369.5
8.1100       -1532.2237   -1532.3575       0.1338   258.7
8.1200       -1531.9767   -1532.3103       0.3336   645.3
8.1300       -1531.9634   -1532.1660       0.2025   391.7
8.1400       -1532.2492   -1532.4249       0.1758   340.0
8.1500       -1532.2350   -1532.3413       0.1063   205.6
8.1600       -1532.1019   -1532.2997       0.1978   382.6
8.1700       -1532.0162   -1532.1621       0.1459   282.2
8.1800       -1532.1900   -1532.2642       0.0742   143.6
8.1900       -1532.0332   -1532.2670       0.2338   452.1
8.2000       -1532.1113   -1532.2712       0.1600   309.4
8.2100       -1532.1780   -1532.3033       0.1253   242.4
8.2200       -1532.1569   -1532.2448       0.0879   170.1
8.2300       -1532.0008   -1532.3242       0.3234   625.4
8.2400       -1532.1270   -1532.1665       0.0395    76.3
8.2500       -1532.2060   -1532.3481       0.1421   274.8
8.2600       -1532.3035   -1532.4267       0.1232   238.2
8.2700       -1532.2168   -1532.4677       0.2509   485.2
8.2800       -1532.2533   -1532.3257       0.0724   140.0
8.2900       -1532.0387   -1532.3206       0.2819   545.3
8.3000       -1532.0635   -1532.3126       0.2491   481.8
8.3100       -1531.9389   -1532.2695       0.3307   639.5
8.3200       -1531.9002   -1532.0968       0.1965   380.1
8.3300       -1531.7624   -1532.2924       0.5300  1025.0
8.3400       -1531.8661   -1532.2520       0.3859   746.3
8.3500       -1532.0438   -1532.2818       0.2380   460.3
8.3600       -1532.0376   -1532.3019       0.2643   511.2
8.3700       -1532.2086   -1532.2882       0.0795   153.8
8.3800       -1532.0638   -1532.2371       0.1732   335.1
8.3900       -1532.1434   -1532.2791       0.1357   262.5
8.4000       -1532.1998   -1532.3060       0.1062   205.3
8.4100       -1532.0415   -1532.3389       0.2975   575.3
8.4200       -1531.9516   -1532.2924       0.3408   659.1
8.4300       -1532.2383   -1532.3968       0.1585   306.6
8.4400       -1532.0461   -1532.3026       0.2565   496.1
8.4500       -1532.1051   -1532.2641       0.1590   307.5
8.4600       -1532.1045   -1532.3725       0.2680   518.3
8.4700       -1532.2991   -1532.4642       0.1651   319.3
8.4800       -1532.3049   -1532.4263       0.1214   234.8
8.4900       -1532.1912   -1532.3621       0.1710   330.7
8.5000       -1532.3384   -1532.4457       0.1073   207.6
8.5100       -1532.2539   -1532.4211       0.1672   323.4
8.5200       -1532.1738   -1532.3755       0.2017   390.0
8.5300       -1532.2034   -1532.3507       0.1473   284.9
8.5400       -1532.0882   -1532.3323       0.2441   472.1
8.5500       -1532.2222   -1532.3550       0.1328   256.9
8.5600       -1532.0927   -1532.2428       0.1501   290.2
8.5700       -1532.2327   -1532.3289       0.0962   186.0
8.5800       -1532.0186   -1532.2019       0.1833   354.5
8.5900       -1531.9524   -1532.1329       0.1805   349.0
8.6000       -1532.0918   -1532.2517       0.1599   309.2
8.6100       -1532.0970   -1532.2415       0.1445   279.5
8.6200       -1532.1884   -1532.2701       0.0817   158.1
8.6300       -1532.0528   -1532.2945       0.2416   467.4
8.6400       -1532.0360   -1532.2308       0.1948   376.8
8.6500       -1532.0460   -1532.2260       0.1800   348.1
8.6600       -1532.1185   -1532.2334       0.1149   222.2
8.6700       -1532.0137   -1532.1450       0.1313   253.9
8.6800       -1532.1182   -1532.2692       0.1510   292.1
8.6900       -1532.2127   -1532.4036       0.1909   369.3
8.7000       -1532.1189   -1532.2822       0.1632   315.7
8.7100       -1532.0133   -1532.2957       0.2825   546.3
8.7200       -1532.1519   -1532.2858       0.1339   259.0
8.7300       -1531.9732   -1532.1556       0.1824   352.8
8.7400       -1532.1880   -1532.2505       0.0625   120.9
8.7500       -1532.2107   -1532.3031       0.0924   178.8
8.7600       -1532.0649   -1532.3103       0.2454   474.7
8.7700       -1531.7795   -1531.9773       0.1978   382.6
8.7800       -1532.0764   -1532.2788       0.2024   391.5
8.7900       -1532.0222   -1532.1898       0.1676   324.2
8.8000       -1532.1024   -1532.2430       0.1405   271.8
8.8100       -1532.0654   -1532.1728       0.1074   207.8
8.8200       -1531.9062   -1532.1676       0.2614   505.5
8.8300       -1531.8649   -1532.1543       0.2894   559.7
8.8400       -1532.0531   -1532.3309       0.2779   537.4
8.8500       -1531.9706   -1532.2175       0.2469   477.5
8.8600       -1532.0757   -1532.3968       0.3211   621.0
8.8700       -1532.0824   -1532.3329       0.2505   484.6
8.8800       -1532.1375   -1532.4293       0.2918   564.4
8.8900       -1532.1271   -1532.2593       0.1322   255.7
8.9000       -1532.1309   -1532.4097       0.2787   539.1
8.9100       -1532.0106   -1532.2393       0.2287   442.4
8.9200       -1531.8658   -1532.2624       0.3966   767.0
8.9300       -1532.0983   -1532.2596       0.1612   311.8
8.9400       -1532.1231   -1532.1703       0.0471    91.1
8.9500       -1532.1091   -1532.2268       0.1177   227.7
8.9600       -1531.9875   -1532.1128       0.1254   242.4
8.9700       -1531.9169   -1532.0173       0.1003   194.0
8.9800       -1532.0228   -1532.1445       0.1217   235.4
8.9900       -1531.9374   -1532.1642       0.2268   438.6
9.0000       -1532.0389   -1532.1784       0.1395   269.7
9.0100       -1532.0910   -1532.1490       0.0581   112.3
9.0200       -1531.9588   -1532.2573       0.2985   577.3
9.0300       -1531.8760   -1532.1464       0.2704   523.0
9.0400       -1531.9626   -1532.1780       0.2154   416.5
9.0500       -1532.0919   -1532.2309       0.1390   268.8
9.0600       -1532.1156   -1532.1922       0.0766   148.2
9.0700       -1532.0445   -1532.2023       0.1578   305.2
9.0800       -1531.9507   -1532.1052       0.1545   298.9
9.0900       -1532.0343   -1532.2111       0.1768   342.0
9.1000       -1532.0193   -1532.2398       0.2205   426.4
9.1100       -1531.8193   -1532.0626       0.2433   470.6
9.1200       -1531.9181   -1532.0714       0.1533   296.6
9.1300       -1531.9177   -1532.1364       0.2187   423.0
9.1400       -1531.8415   -1532.0557       0.2142   414.3
9.1500       -1531.6918   -1532.1804       0.4886   945.0
9.1600       -1531.9802   -1532.1558       0.1757   339.7
9.1700       -1532.1031   -1532.2829       0.1799   347.8
9.1800       -1531.9523   -1532.0841       0.1318   255.0
9.1900       -1531.8064   -1532.2500       0.4435   857.8
9.2000       -1531.9814   -1532.2216       0.2402   464.5
9.2100       -1531.9061   -1532.0866       0.1805   349.1
9.2200       -1532.0669   -1532.1667       0.0998   193.0
9.2300       -1531.9400   -1532.1302       0.1902   367.9
9.2400       -1531.8631   -1532.1061       0.2430   470.0
9.2500       -1532.0902   -1532.2680       0.1778   343.9
9.2600       -1532.1173   -1532.2366       0.1193   230.8
9.2700       -1532.1750   -1532.2419       0.0669   129.3
9.2800       -1532.0581   -1532.1898       0.1317   254.7
9.2900       -1531.8227   -1532.1500       0.3272   632.9
9.3000       -1531.8312   -1532.0671       0.2359   456.2
9.3100       -1531.9652   -1532.0119       0.0467    90.3
9.3200       -1531.9713   -1532.0852       0.1139   220.2
9.3300       -1531.8229   -1532.1106       0.2878   556.6
9.3400       -1531.7893   -1531.9590       0.1698   328.3
9.3500       -1531.7514   -1532.0763       0.3249   628.5
9.3600       -1532.0032   -1532.1183       0.1151   222.6
9.3700       -1532.0241   -1532.0922       0.0681   131.7
9.3800       -1531.8748   -1532.1861       0.3113   602.1
9.3900       -1532.0313   -1532.2487       0.2174   420.5
9.4000       -1531.8353   -1532.0998       0.2644   511.5
9.4100       -1531.8982   -1532.1799       0.2817   544.8
9.4200       -1531.7605   -1532.0323       0.2718   525.7
9.4300       -1532.0234   -1532.0981       0.0747   144.5
9.4400       -1532.0184   -1532.1247       0.1063   205.5
9.4500       -1532.0024   -1532.1420       0.1396   270.0
9.4600       -1531.9517   -1532.0927       0.1410   272.7
9.4700       -1531.8645   -1532.1943       0.3298   637.9
9.4800       -1531.8237   -1532.1074       0.2837   548.7
9.4900       -1531.7997   -1531.9147       0.1150   222.4
9.5000       -1531.8304   -1532.0939       0.2636   509.8
9.5100       -1531.9256   -1532.0571       0.1315   254.4
9.5200       -1532.0073   -1532.1713       0.1640   317.1
9.5300       -1531.8234   -1531.9662       0.1428   276.2
9.5400       -1531.8043   -1532.0342       0.2298   444.5
9.5500       -1531.6865   -1532.0479       0.3614   699.0
9.5600       -1531.9174   -1532.0696       0.1522   294.3
9.5700       -1531.9504   -1532.1151       0.1647   318.6
9.5800       -1531.9407   -1532.1717       0.2310   446.7
9.5900       -1531.8504   -1532.0219       0.1715   331.7
9.6000       -1531.6614   -1532.0214       0.3600   696.3
9.6100       -1531.7805   -1532.1706       0.3901   754.4
9.6200       -1532.0572   -1532.3093       0.2521   487.6
9.6300       -1531.9999   -1532.2214       0.2215   428.5
9.6400       -1531.8704   -1532.0369       0.1665   322.1
9.6500       -1531.8501   -1532.1647       0.3146   608.4
9.6600       -1531.7755   -1532.1799       0.4044   782.1
9.6700       -1531.8609   -1532.0691       0.2082   402.6
9.6800       -1531.6882   -1532.1210       0.4327   836.9
9.6900       -1531.7960   -1531.9954       0.1994   385.7
9.7000       -1531.7759   -1532.0599       0.2840   549.3
9.7100       -1531.6167   -1532.0291       0.4124   797.6
9.7200       -1531.7362   -1531.9961       0.2599   502.6
9.7300       -1531.8439   -1532.0493       0.2054   397.3
9.7400       -1531.9296   -1532.1813       0.2517   486.8
9.7500       -1531.9289   -1532.1537       0.2248   434.7
9.7600       -1531.7869   -1531.9934       0.2064   399.3
9.7700       -1532.0734   -1532.2134       0.1400   270.8
9.7800       -1532.0824   -1532.2312       0.1488   287.8
9.7900       -1531.9174   -1532.0706       0.1532   296.3
9.8000       -1532.1036   -1532.2047       0.1010   195.4
9.8100       -1532.0745   -1532.1777       0.1032   199.6
9.8200       -1532.0908   -1532.3204       0.2296   444.0
9.8300       -1531.7412   -1532.1652       0.4240   820.1
9.8400       -1532.0553   -1532.1574       0.1021   197.4
9.8500       -1532.0142   -1532.1731       0.1589   307.3
9.8600       -1532.0994   -1532.1496       0.0503    97.3
9.8700       -1532.0401   -1532.1422       0.1021   197.4
9.8800       -1531.9263   -1532.0857       0.1594   308.3
9.8900       -1531.8779   -1532.0679       0.1900   367.4
9.9000       -1531.8642   -1532.0268       0.1625   314.3
